x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x,x
x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x
x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x
x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x
x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x
x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x
x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x
x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x,x
x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x,x,x
x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x,x
x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x
x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x
x,x,x,x,209-55-55,209-55-55,209-55-55,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x
x,x,x,209-55-55,209-55-55,209-55-55,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x
x,x,x,209-55-55,209-55-55,209-55-55,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x
x,x,x,209-55-55,209-55-55,209-55-55,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x
x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x
x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x
x,x,x,209-55-55,209-55-55,209-55-55,x,209-55-55,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,209-55-55,x,209-55-55,209-55-55,x,x,209-55-55,x
x,x,x,x,209-55-55,209-55-55,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,209-55-55,209-55-55,209-55-55,x,x,209-55-55,x
x,x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x
x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x
x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,209-55-55,x,x
x,x,x,x,x,209-55-55,209-55-55,209-55-55,209-55-55,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
